"","Word","Strength"
"1","im",0.139155231847283
"2","th",0.244952222277038
"3","us",0.283258537352284
"4","sp",0.43867719332853
"5","ll",0.112354036514627
"6","go",0.110231639891978
"7","ii",0.369754623601401
"8","q",0.227769916633021
"9","dr",0.170763930875046
"10","ma",0.170241787438787
"11","re",0.101197926835737
"12","pt",0.267367526906167
"13","hr",0.156716873821414
"14","s",-0.0844414460657158
"15","d",0.234624287287549
"16","wk",-0.383998464709654
"17","ph",0.779666109643992
"18","es",0.113621398923104
"19","k",0.408341677995141
"20","bc",-0.156813465248719
"21","td",-0.0955302170408148
"22","r",-0.093713786769463
"23","ty",-0.380543299969923
"24","pe",-0.415169586221644
"25","n",0.0396294923964573
"26","b",0.0675513236573027
"27","mm",0.138506323049331
"28","eh",-0.0873824771764692
"29","bs",-0.320165509349007
"30","w",0.25630772629957
"31","st",0.0108008245401087
"32","ah",0.43566929298898
"33","ve",0.0744285934333302
"34","ca",0.345027429509442
"35","er",0.266947587973411
"36","pm",0.345724900902663
"37","gl",0.192258175334023
"38","ok",0.296835411375713
"39","gf",0.878298411925365
"40","u",-0.0625085667044266
"41","ea",0.0816183341425522
"42","af",0.337982229985515
"43","nd",0.396950281164825
"44","ur",0.111908258832451
"45","uk",-0.110866902456552
"46","rs",-0.407193919838325
"47","ed",0.397259819872244
"48","bo",0.630739887521511
"49","p",-0.254376561842603
"50","hi",-0.178386285570699
"51","lo",0.265622766080459
"52","pr",0.64004343293776
"53","ay",0.378885631877435
"54","rd",0.0325392334712018
"55","m",0.333296470596079
"56","oh",-0.169210253547912
"57","y",0.0538096179640223
"58","j",0.0758962327604854
"59","vs",0.319278640051099
"60","ke",0.401384908412228
"61","t",0.169559590213706
"62","mr",0.0953152123978928
"63","e",0.178456152120046
"64","ar",0.303699597769814
"65","f",-0.25029281724208
"66","al",-0.0994172255701583
"67","ng",0.0503163606162911
"68","o",0.220463193628829
"69","di",0.286591881455222
"70","rn",-0.163252571139985
"71","bb",0.0250165791067476
"72","ha",0.0253091408231914
"73","fo",0.159968385888277
"74","id",0.303699597769815
"75","mg",0.245106528871352
"76","nt",0.50074921016854
"77","bk",-0.442594342597369
"78","qe",-0.846663971138158
"79","bn",-0.235015228890303
"80","mw",0.483117357207588
"81","iq",0.271296300445679
"82","yr",-0.209859496592359
"83","fr",-0.239326581543676
"84","eu",-0.0524500714676554
"85","sq",0.396264112493401
"86","gs",-0.175500364396567
"87","lk",0.978947221100424
"88","gd",1
"89","v",0.10139016984947
"90","os",0.0828678196556042
"91","c",0.296596354783916
"92","rt",-0.175500364396567
"93","fb",0.0256086259984577
"94","ls",0.412807977395326
"95","wl",0.77428720902757
"96","bt",0.92471434200556
"97","ya",-0.204106948882464
"98","nw",0.806843143067583
"99","yo",-0.00955420195494059
"100","mu",-0.411637032993062
"101","h",-0.172284073245244
"102","rh",0.616364177124384
"103","ab",-0.369754623601401
"104","li",0.471679166426282
"105","mi",0.540548186328874
"106","oo",0.148977264785624
"107","l",-0.0764321003005024
"108","xd",-0.540548186328873
"109","sh",-0.0440449098072439
"110","ra",0
"111","em",0.233245821976863
"112","ms",0.0868567172009485
"113","rr",0
"114","cc",0.496628804422972
"115","lt",0.221748050892483
"116","jd",0.698194531257019
"117","fc",0.978947221100424
"118","et",0.142179997072999
"119","tv",-0.282990278099126
"120","co",0.00763327147894596
"121","pb",0.329926182395378
"122","g",0.225033516072671
"123","jv",0.709872283748403
"124","de",0.0616348577623354
"125","ws",0.0395209456632767
"126","ou",0.50768650373133
"127","ee",0.549411214829724
"128","mj",0.394544087983311
"129","sd",-0.0758962327604854
"130","se",0.381362836515183
"131","js",0.549411214829724
"132","dd",0.484867173162518
"133","un",-0.1798650349111
"134","mf",0.305099821682718
"135","dy",0.787979469620629
"136","mc",0.46149384883222
"137","ex",0.375180420370145
"138","ly",0.0786534008446794
"139","gt",0.579630415826656
"140","da",0.127666065354776
"141","fk",0.17270610137888
"142","ep",0.755762160799075
"143","ba",-0.408714972609362
"144","jj",0.59822510118057
"145","mo",0.157479020917516
"146","wh",-0.380058339518323
"147","op",0.130972991932077
"148","si",-0.120085147057567
"149","en",0.260848402195646
"150","ts",0.296769546077271
"151","bu",0.110866902456554
"152","dt",-0.274553519086938
"153","cd",0
"154","hs",0.471679166426281
"155","tx",0.471679166426282
"156","sv",-0.286591881455222
"157","mb",0.471679166426281
"158","lv",-0.159968385888277
"159","sm",0.560888457269032
"160","md",0.755762160799075
"161","jp",-0.0655544516746075
"162","ge",-0.196585345235492
"163","iv",-0.102961884077798
"164","bw",0.0576924054962225
"165","fd",0.120085147057567
"166","vr",0.834426802104419
"167","xs",0.471679166426281
"168","ez",-0.231675875425581
"169","xi",-0.205393939396989
"170","lp",0.688721875540868
"171","aw",0.356844121534167
"172","gm",0.0979716555238667
"173","oi",-0.247497010929793
"174","jk",0.0351841945363083
"175","pc",0.375180420370144
"176","ir",-0.108100516932437
"177","sl",0.0351841945363083
"178","tl",-0.375180420370144
"179","gu",-0.755762160799075
"180","ap",-0.205393939396991
"181","vp",0.388471781681032
"182","fl",-0.205393939396989
"183","uh",-0.661648338273986
"184","le",-0.115292256200068
"185","tp",-0.437356488263419
"186","om",0.306749677282137
"187","ax",0.286591881455222
"188","tm",-0.414661298138357
"189","ow",0.317920185824321
"190","ek",1
"191","tc",-0.0961083299992161
"192","ta",-0.65493629318231
"193","fa",-0.120085147057567
"194","ks",-0.144028330112738
"195","sa",0.518970986179063
"196","fu",0.214767465683122
"197","og",0.388471781681032
"198","cn",1
"199","ad",0.164000745485737
"200","ip",0.278149280016865
"201","ps",0.0686737825408535
"202","io",0.22107124063666
"203","ne",0.589979440753378
"204","ev",0.259476471139972
"205","ey",0.151581250613786
"206","ld",0.445721765550364
"207","nm",0.378167502500689
"208","rx",0.878298411925363
"209","db",0
"210","pf",0
"211","hl",0.388471781681032
"212","od",0.432105445292553
"213","ce",0.540548186328873
"214","ys",0.0627060977211575
"215","bl",0.63163221860455
"216","ut",0.0320572507324685
"217","su",0.336271965074031
"218","ss",-0.150454213833002
"219","te",-0.0576924054962225
"220","wn",0.398547266343845
"221","ro",-0.0848154218664983
"222","il",0.471679166426281
"223","hc",0.623617687644673
"224","rw",0
"225","hk",-0.0450768799505613
"226","na",0.549411214829724
"227","xx",0.130972991932077
"228","sg",0.0848154218664983
"229","z",0.135054011474598
"230","hd",-0.311123222414809
"231","ho",-0.125293283517089
"232","px",0.878298411925363
"233","zs",0.471679166426281
"234","cr",0.0758962327604854
"235","ml",0.612989899361457
"236","ft",-0.0848154218664983
"237","pk",0
"238","va",1
"239","bp",0.471679166426281
"240","sb",0.471679166426281
"241","um",0.369754623601401
"242","dp",1
"243","qt",0.418038740848919
"244","nr",0.59822510118057
"245","ny",0.197391683428991
"246","wo",-0.205393939396989
"247","pg",-0.175500364396567
"248","ac",0.933751856782381
"249","cs",0.572831821606535
"250","ol",-0.096108329999218
"251","bz",0.130972991932077
"252","np",-0.356844121534167
"253","ye",-0.0848154218664983
"254","fn",0.286591881455222
"255","nk",0.148977264785624
"256","ds",-0.191786319432917
"257","cb",0.549411214829724
"258","eg",-0.471679166426281
"259","oz",0.159968385888277
"260","ns",0.205393939396989
"261","fy",0.120085147057567
"262","ix",0.286591881455222
"263","xt",0.471679166426282
"264","vz",0.878298411925363
"265","jc",0.0576924054962225
"266","kr",-0.356844121534167
"267","gr",0.724620633210655
"268","ie",0.191786319432917
"269","qd",0.471679166426282
"270","hm",0.239326581543676
"271","dm",-0.406447489308113
"272","eo",0.471679166426281
"273","ch",0.0627060977211575
"274","gg",-0.50768650373133
"275","gb",0.92471434200556
"276","pp",0.340196629616209
"277","qs",-0.110866902456554
"278","ht",0.522990656914656
"279","nq",-0.549411214829724
"280","ew",0
"281","rp",0.806843143067583
"282","ag",-0.418038740848919
"283","wd",-0.471679166426281
"284","rj",0.130972991932077
"285","tg",0.63163221860455
"286","qa",0.471679166426281
"287","au",0.471679166426282
