"","Word","Strength"
"1","im",0.0161890321546129
"2","th",0.0301096612472973
"3","us",0.0359674799080707
"4","sp",0.0452033024392971
"5","ll",0.00897479828278071
"6","go",0.0231726430549019
"7","ii",0.0287902156961676
"8","q",0.0269151514219426
"9","dr",0.0145647530171448
"10","ma",0.0179534224698054
"11","re",0.0128340842416254
"12","pt",0.0334956410437368
"13","hr",0.0131811495838626
"14","s",-0.0145100614072095
"15","d",0.0283705963770381
"16","wk",-0.0404945121227716
"17","ph",0.0697133448311049
"18","es",0.0117390811431982
"19","k",0.0630832594770813
"20","bc",-0.0156186710234084
"21","td",-0.00933486165382136
"22","r",-0.0133088452544519
"23","ty",-0.037991737917034
"24","pe",-0.0326805841148879
"25","n",0.00372266105615268
"26","b",0.00587387992725716
"27","mm",0.0132966818803396
"28","eh",-0.0173347557689538
"29","bs",-0.0343027392421412
"30","w",0.0275961442540916
"31","st",0.00158872142944715
"32","ah",0.0536519432365479
"33","ve",0.00630321782182297
"34","ca",0.0387588633569178
"35","er",0.0373807392144194
"36","pm",0.0393622763057478
"37","gl",0.0238613537394489
"38","ok",0.0337696002773767
"39","gf",0.05257535857713
"40","u",-0.00685119482877278
"41","ea",0.00211300722536196
"42","af",0.0294451421050066
"43","nd",0.0401294766708387
"44","ur",0.0120154906249154
"45","uk",-0.00858884680309319
"46","rs",-0.047794513294122
"47","ed",0.032645305526025
"48","bo",0.0579593612345566
"49","p",-0.0317824418509919
"50","hi",-0.0132350967457053
"51","lo",0.0191793706064362
"52","pr",0.0674355785725334
"53","ay",0.0336799691031171
"54","rd",0.00411048358762859
"55","m",0.0428892821426563
"56","oh",-0.0203409580056355
"57","y",0.00725027918097109
"58","j",0.00630403788536944
"59","vs",0.0322014009115951
"60","ke",0.0247777472830154
"61","t",0.0173274158327494
"62","mr",0.0144735902223176
"63","e",0.0203819607343137
"64","ar",0.024184839280444
"65","f",-0.03001233688485
"66","al",-0.0077968917486982
"67","ng",0.00658728550607856
"68","o",0.0214830155732964
"69","di",0
"70","rn",-0.0086620919219823
"71","bb",-0.00074623953094855
"72","ha",0.000753835744687072
"73","fo",0.0178132915346225
"74","id",0.0253672623997488
"75","mg",0.0132455954490667
"76","nt",0.0367042634893173
"77","bk",-0.0478259971654758
"78","qe",-0.0540535045533733
"79","bn",-0.0142774984848646
"80","mw",0.0393303964863151
"81","iq",0.0208071941284149
"82","yr",-0.0199727184489576
"83","fr",-0.0159331174844708
"84","eu",-0.00664990069408868
"85","sq",0.033035194948419
"86","gs",-0.0143271173122569
"87","lk",0.0641954644323565
"88","gd",0.0657056163863791
"89","v",0.0150301205387084
"90","os",0.00681135407827412
"91","c",0.0309658722605947
"92","rt",-0.0132455954490667
"93","fb",0.00532986691012156
"94","ls",0.0367297803836216
"95","wl",0.0563951187490108
"96","bt",0.0590237923812846
"97","ya",-0.0209842688681949
"98","nw",0.0530477080342866
"99","yo",-0.000840208480649552
"100","mu",-0.0333408420809322
"101","h",-0.0175393763343756
"102","rh",0.0511329038654065
"103","ab",-0.0340911689523022
"104","li",0.0236694941136554
"105","mi",0.0363161734141573
"106","oo",0.0108346940633796
"107","l",-0.00807577858372345
"108","xd",-0.0419640993746301
"109","sh",0.00104128382897524
"110","ra",0.029465108431493
"111","em",0.0157577065942796
"112","ms",0.00709962801415265
"113","rr",0
"114","cc",0.0488699359996475
"115","lt",0.0216026327100445
"116","jd",0.0494877176643043
"117","fc",0.0641954644323565
"118","et",0.0132339863962931
"119","tv",-0.0234295504561155
"120","co",0.00151943462674556
"121","pb",0.0247777472830154
"122","g",0.0245207707638669
"123","jv",0.0518294554917269
"124","de",0.00944494965302807
"125","ws",0.00864679301038702
"126","ou",0.0364105885003112
"127","ee",0.0390788072647679
"128","mj",0.0295384359578939
"129","sd",0.00528477078643465
"130","se",0.0306389121521684
"131","js",0.0390788072647679
"132","dd",0.0479732578235398
"133","un",-0.00922060839514601
"134","mf",0.0240784289540622
"135","dy",0.0564919454541478
"136","mc",0.0380971443690447
"137","ex",0.0277161123992452
"138","ly",0.00613148178932712
"139","gt",0.0490014500160506
"140","da",0.0123896355630105
"141","fk",0.0215944598270427
"142","ep",0.0305837646563167
"143","ba",-0.03363540675857
"144","jj",0.0405026485087992
"145","mo",0.0116345118839479
"146","wh",-0.027759608296674
"147","op",0.00996076475120189
"148","si",-0.00856305161965368
"149","en",0.0225664902443176
"150","ts",0.0229742864288008
"151","bu",0.0221407952555771
"152","dt",-0.0210402409195935
"153","cd",0
"154","hs",0.0321202323966432
"155","tx",0.0305837646563167
"156","sv",-0.018753563450984
"157","mb",0.0321202323966432
"158","lv",-0.0103619715266853
"159","sm",0.0367526569449252
